Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),08: 7am (7am-8am),19,4830,4830,2.1,2.1,2,2,1.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),09: 8am (8am-9am),20,1198,1198,0.1,0.1,0,0,1.251,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),10: 9am (9am-10am),54,636,636,0.2,0.2,2,2,5.498,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,0.250,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),11: 10am (10am-11am),167,1426,1426,0.3,0.3,1,1,13.219,0.272,0.273,0.182,0.000,0.182,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.545,0.364,0.091,0.000,0.000,0.364,0.182,0.000,0.000,0.000,0.454
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),12: 11am (11am-12noon),139,1262,1262,0.3,0.3,1,1,4.147,0.200,0.100,0.600,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.500,0.200,0.000,0.100,0.000,0.200
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),13: 12pm (12noon-1pm),189,1385,1385,0.3,0.3,1,1,2.607,0.363,0.091,0.273,0.182,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.818,0.000,0.091,0.000,0.091,0.727,0.091,0.000,0.091,0.000,0.091
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),14: 1pm (1pm-2pm),173,1309,1309,0.4,0.4,1,1,3.955,0.417,0.333,0.000,0.000,0.000,0.167,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.834,0.083,0.083,0.000,0.000,0.000,0.583,0.250,0.083,0.083,0.000,0.750,0.083,0.000,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),15: 2pm (2pm-3pm),135,1495,1495,0.5,0.5,1,1,2.458,0.300,0.300,0.100,0.200,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.900,0.000,0.100,0.000,0.000,0.000,0.500,0.400,0.100,0.000,0.000,0.300,0.500,0.200,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),16: 3pm (3pm-4pm),122,1124,1124,0.2,0.2,1,1,2.676,0.125,0.250,0.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.625,0.250,0.125,0.000,0.000,0.375,0.250,0.250,0.000,0.125,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),17: 4pm (4pm-5pm),82,921,921,0.2,0.2,1,1,4.121,0.400,0.200,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.600,0.200,0.200,0.000,0.000,0.400,0.000,0.000,0.400,0.000,0.200
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),18: 5pm (5pm-6pm),123,1168,1168,0.2,0.2,1,1,3.912,0.125,0.375,0.375,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.750,0.000,0.125,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),19: 6pm (6pm-7pm),39,474,474,0.2,0.2,2,2,1.719,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),20: 7pm (7pm-8pm),83,1103,1103,0.2,0.2,1,1,4.163,0.499,0.167,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.333,0.167,0.000,0.000,0.167,0.333
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,5: Friday (F-F),22: 9pm (9pm-10pm),21,114,114,0.1,0.1,2,2,1.222,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),2433,1584,1584,0.6,0.6,1,1,5.220,0.156,0.315,0.279,0.084,0.032,0.032,0.032,0.026,0.006,0.013,0.013,0.006,0.006,0.000,0.000,0.000,0.864,0.065,0.052,0.013,0.006,0.000,0.500,0.351,0.091,0.026,0.006,0.507,0.136,0.130,0.052,0.019,0.156
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),136,1685,1685,0.2,0.2,1,1,4.789,0.445,0.111,0.000,0.222,0.000,0.000,0.111,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.556,0.111,0.333,0.000,0.000,0.667,0.000,0.111,0.000,0.000,0.222
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),63,941,941,0.3,0.3,1,1,2.465,0.500,0.250,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.750,0.000,0.000,0.000,0.250,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),118,2150,2150,0.7,0.7,1,1,1.990,0.000,0.000,0.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.167,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.666,0.167,0.000,0.167,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),120,1363,1363,0.5,0.5,1,1,1.702,0.286,0.143,0.428,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.857,0.143,0.000,0.000,0.000,0.000,0.286,0.714,0.000,0.000,0.000,0.571,0.429,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),09: 8am (8am-9am),101,3728,3728,1.1,1.1,1,1,12.148,0.165,0.000,0.167,0.000,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.500,0.333,0.167,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),169,1318,1318,0.3,0.3,1,1,1.863,0.000,0.545,0.273,0.091,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.818,0.091,0.091,0.000,0.000,0.727,0.182,0.000,0.091,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),190,1642,1642,0.5,0.5,1,1,6.816,0.000,0.545,0.182,0.091,0.091,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.818,0.091,0.091,0.000,0.000,0.000,0.545,0.364,0.091,0.000,0.000,0.454,0.091,0.273,0.000,0.000,0.182
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),272,2170,2170,0.9,0.9,1,1,11.023,0.059,0.294,0.176,0.176,0.000,0.059,0.118,0.059,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.764,0.059,0.059,0.059,0.059,0.000,0.529,0.412,0.000,0.059,0.000,0.413,0.176,0.176,0.000,0.059,0.176
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),118,1610,1610,0.8,0.8,2,2,4.085,0.000,0.428,0.429,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.286,0.000,0.000,0.000,0.000,0.286,0.571,0.000,0.000,0.000,0.428,0.286,0.000,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),257,1627,1627,0.5,0.5,1,1,2.296,0.059,0.412,0.176,0.176,0.000,0.059,0.059,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.823,0.118,0.059,0.000,0.000,0.000,0.647,0.235,0.118,0.000,0.000,0.647,0.118,0.059,0.176,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),218,1276,1276,0.5,0.5,1,1,5.999,0.214,0.286,0.358,0.071,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.858,0.071,0.000,0.071,0.000,0.000,0.571,0.286,0.071,0.071,0.000,0.285,0.143,0.286,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),246,1329,1329,0.7,0.7,2,2,6.355,0.235,0.235,0.353,0.000,0.118,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.823,0.059,0.118,0.000,0.000,0.000,0.471,0.235,0.118,0.000,0.059,0.412,0.118,0.176,0.000,0.000,0.294
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),154,1292,1292,0.5,0.5,2,2,5.465,0.273,0.182,0.363,0.091,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.273,0.545,0.000,0.091,0.000,0.454,0.182,0.091,0.091,0.000,0.182
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),141,983,983,0.3,0.3,1,1,2.942,0.125,0.375,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.625,0.125,0.125,0.125,0.000,0.500,0.125,0.250,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),29,560,560,0.2,0.2,1,1,1.072,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),88,1223,1223,0.5,0.5,2,2,3.501,0.167,0.499,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.000,0.000,0.167,0.667,0.167,0.000,0.000,0.333,0.000,0.333,0.167,0.167,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),14,854,854,0.2,0.2,1,1,4.851,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),00: All Day (12am-12am),2398,1367,1367,0.4,0.4,1,1,3.951,0.247,0.366,0.187,0.067,0.053,0.013,0.027,0.000,0.020,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.926,0.033,0.027,0.007,0.007,0.000,0.540,0.327,0.093,0.040,0.000,0.601,0.173,0.073,0.033,0.013,0.107
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),04: 3am (3am-4am),21,915,915,0.3,0.3,1,1,3.808,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),05: 4am (4am-5am),26,150,150,0.1,0.1,2,2,2.074,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.500,0.500,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),06: 5am (5am-6am),126,1721,1721,0.5,0.5,1,1,4.015,0.000,0.500,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.875,0.000,0.125,0.000,0.000,0.000,0.750,0.125,0.125,0.000,0.000,0.875,0.000,0.000,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),07: 6am (6am-7am),131,2423,2423,1.2,1.2,2,2,1.395,0.428,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.714,0.000,0.143,0.000,0.143,0.000,0.143,0.571,0.143,0.143,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),08: 7am (7am-8am),35,822,822,0.2,0.2,1,1,4.304,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),09: 8am (8am-9am),21,1017,1017,0.3,0.3,1,1,1.753,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),10: 9am (9am-10am),51,963,963,0.2,0.2,1,1,2.646,0.334,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.334,0.333,0.000,0.333,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),11: 10am (10am-11am),208,1458,1458,0.6,0.6,1,1,3.214,0.077,0.538,0.154,0.154,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.923,0.000,0.000,0.077,0.000,0.000,0.538,0.385,0.077,0.000,0.000,0.615,0.077,0.077,0.000,0.077,0.154
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),12: 11am (11am-12noon),359,1140,1140,0.3,0.3,1,1,3.129,0.273,0.273,0.182,0.227,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.636,0.227,0.136,0.000,0.000,0.501,0.227,0.091,0.045,0.045,0.091
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),13: 12pm (12noon-1pm),230,1875,1875,0.5,0.5,1,1,5.137,0.231,0.384,0.154,0.000,0.077,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.846,0.154,0.000,0.000,0.000,0.000,0.538,0.308,0.000,0.154,0.000,0.538,0.077,0.077,0.154,0.000,0.154
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),14: 1pm (1pm-2pm),248,1427,1427,0.5,0.5,1,1,1.860,0.372,0.313,0.063,0.063,0.063,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.000,0.874,0.063,0.063,0.000,0.000,0.000,0.313,0.563,0.125,0.000,0.000,0.750,0.125,0.125,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),15: 2pm (2pm-3pm),238,889,889,0.2,0.2,1,1,2.182,0.294,0.471,0.176,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.588,0.353,0.000,0.059,0.000,0.588,0.235,0.118,0.059,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),16: 3pm (3pm-4pm),188,1260,1260,0.4,0.4,1,1,2.563,0.308,0.384,0.077,0.077,0.000,0.077,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.846,0.154,0.000,0.000,0.000,0.000,0.462,0.308,0.231,0.000,0.000,0.615,0.154,0.077,0.000,0.000,0.154
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),17: 4pm (4pm-5pm),179,1370,1370,0.3,0.3,1,1,8.688,0.167,0.250,0.416,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.417,0.333,0.083,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),18: 5pm (5pm-6pm),159,2188,2188,0.6,0.6,1,1,2.448,0.000,0.250,0.250,0.125,0.250,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.875,0.000,0.125,0.000,0.000,0.000,0.750,0.125,0.125,0.000,0.000,0.500,0.375,0.000,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),19: 6pm (6pm-7pm),56,1123,1123,0.2,0.2,1,1,1.713,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.750,0.250,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),20: 7pm (7pm-8pm),67,709,709,0.2,0.2,2,2,8.753,0.600,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.000,0.200,0.000,0.600,0.200,0.000,0.000,0.000,0.200
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),21: 8pm (8pm-9pm),20,1489,1489,0.3,0.3,1,1,55.473,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Origin,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,7: Sunday (Su-Su),22: 9pm (9pm-10pm),35,641,641,0.4,0.4,2,2,8.465,0.500,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.500
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),00: All Day (12am-12am),2048,1200,1200,0.4,0.4,1,1,4.334,0.302,0.325,0.195,0.075,0.042,0.016,0.018,0.008,0.006,0.003,0.005,0.004,0.000,0.000,0.001,0.000,0.938,0.035,0.022,0.004,0.001,0.000,0.476,0.299,0.149,0.054,0.013,0.605,0.140,0.066,0.036,0.030,0.123
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),04: 3am (3am-4am),2,270,270,0.3,0.3,4,4,44.384,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),05: 4am (4am-5am),73,615,615,0.3,0.3,2,2,2.559,0.711,0.158,0.053,0.026,0.000,0.000,0.026,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.947,0.000,0.053,0.000,0.000,0.000,0.184,0.237,0.474,0.105,0.000,0.841,0.053,0.053,0.000,0.000,0.053
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),06: 5am (5am-6am),207,745,745,0.3,0.3,2,2,2.430,0.554,0.304,0.065,0.033,0.011,0.022,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.174,0.250,0.337,0.207,0.011,0.771,0.109,0.033,0.011,0.022,0.054
Pedestrian - StL Pedestrian Index,Destination,,Cadillac Summit and Trails Pedestrian Only,no,N/A,no,0: All Days (M-Su),07: 6am (6am-7am),87,1268,1268,0.3,0.3,2,2,3.040,0.453,0.182,0.182,0.000,0.061,0.000,0.061,0.000,0.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.940,0.030,0.030,0.000,0.000,0.000,0.364,0.333,0.182,0.121,0.000,0.696,0.061,0.000,0.061,0.091,0.091
